Date,Total-Score,E-Score,S-Score,G-Score,Symbol
2014-09-01,73.0,73.0,74.0,73.0,MMM
2014-10-01,72.0,72.0,74.0,73.0,MMM
2014-11-01,73.0,73.0,74.0,73.0,MMM
2014-12-01,73.0,73.0,74.0,73.0,MMM
2015-01-01,74.0,70.0,76.0,78.0,MMM
2015-02-01,74.0,70.0,76.0,78.0,MMM
2015-03-01,74.0,71.0,75.0,78.0,MMM
2015-04-01,74.0,71.0,75.0,78.0,MMM
2015-05-01,74.0,71.0,75.0,78.0,MMM
2015-06-01,74.0,71.0,75.0,78.0,MMM
2015-07-01,74.0,71.0,75.0,78.0,MMM
2015-08-01,74.0,71.0,75.0,78.0,MMM
2015-09-01,74.0,71.0,75.0,78.0,MMM
2015-10-01,74.0,71.0,75.0,78.0,MMM
2015-11-01,74.0,71.0,75.0,78.0,MMM
2015-12-01,75.0,75.0,71.0,79.0,MMM
2016-01-01,74.69,75.37,71.09,78.65,MMM
2016-02-01,74.12,75.37,69.46,78.65,MMM
2016-03-01,74.12,75.37,69.46,78.65,MMM
2016-04-01,72.02,71.37,68.14,78.49,MMM
2016-05-01,72.02,71.37,68.14,78.49,MMM
2016-06-01,72.02,71.37,68.14,78.49,MMM
2016-07-01,68.94,63.66,68.14,78.49,MMM
2016-08-01,68.54,62.66,68.14,78.49,MMM
2016-09-01,68.54,62.66,68.14,78.49,MMM
2016-10-01,68.54,62.66,68.14,78.49,MMM
2016-11-01,67.78,62.66,68.14,75.45,MMM
2016-12-01,67.78,62.66,68.14,75.45,MMM
2017-01-01,67.71,62.49,68.15,75.45,MMM
2017-02-01,67.71,62.49,68.15,75.45,MMM
2017-03-01,67.71,62.49,68.15,75.45,MMM
2017-04-01,66.42,54.44,73.07,76.25,MMM
2017-05-01,65.66,54.78,70.51,76.25,MMM
2017-06-01,65.66,54.78,70.51,76.25,MMM
2017-07-01,65.66,54.78,70.51,76.25,MMM
2017-08-01,65.66,54.78,70.51,76.25,MMM
2017-09-01,65.66,54.78,70.51,76.25,MMM
2017-10-01,64.21,53.37,70.46,72.75,MMM
2017-11-01,64.21,53.37,70.46,72.75,MMM
2017-12-01,64.21,53.37,70.46,72.75,MMM
2018-01-01,64.21,53.37,70.46,72.75,MMM
2018-02-01,64.21,53.37,70.46,72.75,MMM
2018-03-01,63.81,53.37,69.32,72.75,MMM
2018-04-01,65.84,58.92,69.51,71.75,MMM
2018-05-01,65.84,58.92,69.51,71.75,MMM
2018-06-01,65.84,58.92,69.51,71.75,MMM
2018-07-01,65.84,58.92,69.51,71.75,MMM
2018-08-01,65.84,58.92,69.51,71.75,MMM
2018-09-01,65.84,58.92,69.51,71.75,MMM
2018-10-01,65.84,58.92,69.51,71.75,MMM
2018-11-01,64.97,58.92,67.88,70.55,MMM
2018-12-01,65.12,58.92,67.88,71.15,MMM
2019-01-01,65.12,58.92,67.88,71.15,MMM
2019-02-01,64.14,60.89,62.86,71.15,MMM
2019-03-01,64.14,60.89,62.86,71.15,MMM
2019-04-01,64.54,61.89,62.86,71.15,MMM
2019-05-01,64.54,61.89,62.86,71.15,MMM
2019-06-01,64.24,61.89,62.86,69.95,MMM
2019-07-01,64.24,61.89,62.86,69.95,MMM
2019-08-01,64.24,61.89,62.86,69.95,MMM
2019-09-01,64.24,61.89,62.86,69.95,MMM
2019-10-01,64.24,61.89,62.86,69.95,MMM
2019-11-01,64.24,61.89,62.86,69.95,MMM
2019-12-01,34.53,12.6,12.7,9.23,MMM
2020-01-01,34.53,12.6,12.7,9.23,MMM
2020-02-01,34.53,12.6,12.7,9.23,MMM
2020-03-01,33.54,12.6,12.55,8.39,MMM
2020-04-01,,,,,MMM
2020-05-01,,,,,MMM
2020-06-01,,,,,MMM
2020-07-01,34.75,12.79,13.89,8.07,MMM
2020-08-01,34.75,12.79,13.89,8.07,MMM
2020-09-01,,,,,MMM
2020-10-01,34.86,12.79,14.0,8.07,MMM
2020-11-01,,,,,MMM
2020-12-01,,,,,MMM
2021-01-01,34.86,12.79,14.0,8.07,MMM
2021-02-01,35.24,12.79,14.0,8.45,MMM
2021-03-01,35.24,12.79,14.0,8.45,MMM
2021-04-01,,,,,MMM
2021-05-01,34.88,13.2,13.6,8.08,MMM
2021-06-01,,,,,MMM
2021-07-01,,,,,MMM
2021-08-01,,,,,MMM
2021-09-01,34.88,13.2,13.6,8.08,MMM
2021-10-01,,,,,MMM
2021-11-01,,,,,MMM
2021-12-01,,,,,MMM
2022-01-01,,,,,MMM
2022-02-01,34.88,13.2,13.6,8.08,MMM
2022-03-01,,,,,MMM
2022-04-01,,,,,MMM
2022-05-01,33.61,12.33,13.56,7.72,MMM
2022-06-01,,,,,MMM
2022-07-01,,,,,MMM
2022-08-01,33.61,12.33,13.56,7.72,MMM
2016-09-01,46.51,43.25,42.14,57.85,AOS
2016-10-01,46.51,43.25,42.14,57.85,AOS
2016-11-01,46.51,43.25,42.14,57.85,AOS
2016-12-01,46.51,43.25,42.14,57.85,AOS
2017-01-01,46.51,43.25,42.14,57.85,AOS
2017-02-01,46.51,43.25,42.14,57.85,AOS
2017-03-01,46.51,43.25,42.14,57.85,AOS
2017-04-01,46.51,43.25,42.14,57.85,AOS
2017-05-01,46.51,43.25,42.14,57.85,AOS
2017-06-01,46.51,43.25,42.14,57.85,AOS
2017-07-01,46.51,43.25,42.14,57.85,AOS
2017-08-01,46.51,43.25,42.14,57.85,AOS
2017-09-01,46.87,42.69,41.25,61.45,AOS
2017-10-01,47.18,44.04,42.71,58.45,AOS
2017-11-01,47.18,44.04,42.71,58.45,AOS
2017-12-01,47.18,44.04,42.71,58.45,AOS
2018-01-01,47.18,44.04,42.71,58.45,AOS
2018-02-01,47.18,44.04,42.71,58.45,AOS
2018-03-01,47.18,44.04,42.71,58.45,AOS
2018-04-01,47.18,44.04,42.71,58.45,AOS
2018-05-01,47.18,44.04,42.71,58.45,AOS
2018-06-01,47.18,44.04,42.71,58.45,AOS
2018-07-01,47.18,44.04,42.71,58.45,AOS
2018-08-01,47.18,44.04,42.71,58.45,AOS
2018-09-01,47.43,44.04,42.71,59.45,AOS
2018-10-01,47.43,44.04,42.71,59.45,AOS
2018-11-01,47.33,44.04,42.71,59.05,AOS
2018-12-01,46.73,44.04,41.0,59.05,AOS
2019-01-01,46.73,44.04,41.0,59.05,AOS
2019-02-01,46.73,44.04,41.0,59.05,AOS
2019-03-01,46.73,44.04,41.0,59.05,AOS
2019-04-01,46.73,44.04,41.0,59.05,AOS
2019-05-01,46.73,44.04,41.0,59.05,AOS
2019-06-01,46.69,44.04,41.0,58.89,AOS
2019-07-01,46.61,44.04,41.0,58.59,AOS
2019-08-01,46.61,44.04,41.0,58.59,AOS
2019-09-01,46.61,44.04,41.0,58.59,AOS
2019-10-01,46.61,44.04,41.0,58.59,AOS
2019-11-01,46.61,44.04,41.0,58.59,AOS
2019-12-01,46.18,42.0,41.24,59.79,AOS
2020-01-01,25.14,13.6,4.27,7.27,AOS
2020-02-01,32.05,9.53,14.92,7.6,AOS
2020-03-01,32.05,9.53,14.92,7.6,AOS
2020-04-01,,,,,AOS
2020-05-01,,,,,AOS
2020-06-01,,,,,AOS
2020-07-01,32.05,9.53,14.92,7.6,AOS
2020-08-01,32.56,9.53,14.92,8.12,AOS
2020-09-01,,,,,AOS
2020-10-01,32.56,9.53,14.92,8.12,AOS
2020-11-01,,,,,AOS
2020-12-01,,,,,AOS
2021-01-01,32.56,9.53,14.92,8.12,AOS
2021-02-01,32.56,9.53,14.92,8.12,AOS
2021-03-01,32.56,9.53,14.92,8.12,AOS
2021-04-01,,,,,AOS
2021-05-01,25.53,7.12,11.61,6.8,AOS
2021-06-01,,,,,AOS
2021-07-01,,,,,AOS
2021-08-01,,,,,AOS
2021-09-01,25.2,7.12,11.61,6.47,AOS
2021-10-01,,,,,AOS
2021-11-01,,,,,AOS
2021-12-01,,,,,AOS
2022-01-01,,,,,AOS
2022-02-01,25.2,7.12,11.61,6.47,AOS
2022-03-01,,,,,AOS
2022-04-01,,,,,AOS
2022-05-01,25.2,7.12,11.61,6.47,AOS
2022-06-01,,,,,AOS
2022-07-01,,,,,AOS
2022-08-01,24.2,7.12,10.84,6.24,AOS
2022-09-01,,,,,AOS
2022-10-01,,,,,AOS
2022-11-01,,,,,AOS
2022-12-01,,,,,AOS
2023-01-01,25.43,7.29,11.87,6.27,AOS
2014-09-01,64.0,71.0,57.0,69.0,ABT
2014-10-01,64.0,71.0,57.0,69.0,ABT
2014-11-01,64.0,71.0,57.0,69.0,ABT
2014-12-01,64.0,71.0,57.0,69.0,ABT
2015-01-01,64.0,71.0,57.0,69.0,ABT
2015-02-01,64.0,71.0,57.0,69.0,ABT
2015-03-01,64.0,71.0,57.0,69.0,ABT
2015-04-01,64.0,71.0,57.0,69.0,ABT
2015-05-01,63.0,71.0,57.0,66.0,ABT
2015-06-01,64.0,71.0,57.0,67.0,ABT
2015-07-01,64.0,71.0,57.0,67.0,ABT
2015-08-01,64.0,71.0,57.0,67.0,ABT
2015-09-01,64.0,71.0,57.0,67.0,ABT
2015-10-01,64.0,71.0,57.0,67.0,ABT
2015-11-01,64.0,71.0,57.0,67.0,ABT
2015-12-01,63.0,74.0,56.0,66.0,ABT
2016-01-01,63.45,73.9,56.16,65.66,ABT
2016-02-01,63.45,73.9,56.16,65.66,ABT
2016-03-01,63.45,73.9,56.16,65.66,ABT
2016-04-01,60.69,73.9,50.03,65.67,ABT
2016-05-01,60.69,73.9,50.03,65.67,ABT
2016-06-01,60.69,73.9,50.03,65.67,ABT
2016-07-01,60.56,73.4,50.03,65.67,ABT
2016-08-01,61.36,73.4,51.81,65.67,ABT
2016-09-01,61.32,73.4,51.81,65.53,ABT
2016-10-01,61.32,73.4,51.81,65.53,ABT
2016-11-01,61.32,73.4,51.81,65.53,ABT
2016-12-01,61.32,73.4,51.81,65.53,ABT
2017-01-01,67.74,76.6,62.07,68.86,ABT
2017-02-01,67.74,76.6,62.07,68.86,ABT
2017-03-01,67.74,76.6,62.07,68.86,ABT
2017-04-01,67.74,76.6,62.07,68.86,ABT
2017-05-01,67.86,77.1,62.07,68.86,ABT
2017-06-01,67.06,77.1,60.29,68.86,ABT
2017-07-01,67.86,77.1,62.07,68.86,ABT
2017-08-01,67.06,77.1,60.29,68.86,ABT
2017-09-01,67.06,77.1,60.29,68.86,ABT
2017-10-01,66.41,77.1,60.44,66.44,ABT
2017-11-01,66.41,77.1,60.44,66.44,ABT
2017-12-01,66.41,77.1,60.44,66.44,ABT
2018-01-01,64.31,74.5,60.44,61.61,ABT
2018-02-01,64.31,74.5,60.44,61.61,ABT
2018-03-01,64.31,74.5,60.44,61.61,ABT
2018-04-01,64.31,74.5,60.44,61.61,ABT
2018-05-01,64.31,74.5,60.44,61.61,ABT
2018-06-01,64.31,74.5,60.44,61.61,ABT
2018-07-01,63.5,74.5,60.44,58.92,ABT
2018-08-01,63.5,74.5,60.44,58.92,ABT
2018-09-01,63.5,74.5,60.44,58.92,ABT
2018-10-01,63.5,74.5,60.44,58.92,ABT
2018-11-01,63.6,74.5,60.44,59.25,ABT
2018-12-01,62.57,73.3,58.93,59.08,ABT
2019-01-01,62.57,73.3,58.93,59.08,ABT
2019-02-01,62.57,73.3,58.93,59.08,ABT
2019-03-01,61.87,70.5,58.93,59.08,ABT
2019-04-01,61.87,70.5,58.93,59.08,ABT
2019-05-01,61.87,70.5,58.93,59.08,ABT
2019-06-01,63.07,70.5,58.93,63.08,ABT
2019-07-01,63.07,70.5,58.93,63.08,ABT
2019-08-01,63.07,70.5,58.93,63.08,ABT
2019-09-01,63.07,70.5,58.93,63.08,ABT
2019-10-01,63.07,70.5,58.93,63.08,ABT
2019-11-01,63.07,70.5,58.93,63.08,ABT
2019-12-01,30.62,3.74,15.31,11.58,ABT
2020-01-01,30.62,3.74,15.31,11.58,ABT
2020-02-01,30.63,3.74,15.31,11.58,ABT
2020-03-01,31.26,3.74,15.94,11.58,ABT
2020-04-01,,,,,ABT
2020-05-01,,,,,ABT
2020-06-01,,,,,ABT
2020-07-01,29.83,2.98,16.21,10.63,ABT
2020-08-01,29.83,2.98,16.21,10.63,ABT
2020-09-01,,,,,ABT
2020-10-01,29.85,2.98,16.21,10.65,ABT
2020-11-01,,,,,ABT
2020-12-01,,,,,ABT
2021-01-01,29.85,2.98,16.21,10.65,ABT
2021-02-01,29.85,2.98,16.21,10.65,ABT
2021-03-01,29.85,2.98,16.21,10.65,ABT
2021-04-01,,,,,ABT
2021-05-01,29.98,3.11,16.21,10.65,ABT
2021-06-01,,,,,ABT
2021-07-01,,,,,ABT
2021-08-01,,,,,ABT
2021-09-01,25.96,3.03,13.54,9.39,ABT
2021-10-01,,,,,ABT
2021-11-01,,,,,ABT
2021-12-01,,,,,ABT
2022-01-01,,,,,ABT
2022-02-01,25.96,3.03,13.54,9.39,ABT
2022-03-01,,,,,ABT
2022-04-01,,,,,ABT
2022-05-01,25.96,3.03,13.54,9.39,ABT
2022-06-01,,,,,ABT
2022-07-01,,,,,ABT
2022-08-01,24.98,3.03,13.59,8.36,ABT
2014-09-01,64.0,66.0,60.0,69.0,ABBV
2014-10-01,62.0,67.0,57.0,69.0,ABBV
2014-11-01,66.0,74.0,62.0,66.0,ABBV
2014-12-01,66.0,74.0,62.0,66.0,ABBV
2015-01-01,66.0,74.0,62.0,66.0,ABBV
2015-02-01,66.0,74.0,62.0,66.0,ABBV
2015-03-01,67.0,77.0,62.0,66.0,ABBV
2015-04-01,67.0,77.0,62.0,66.0,ABBV
2015-05-01,64.0,77.0,57.0,63.0,ABBV
2015-06-01,64.0,77.0,57.0,63.0,ABBV
2015-07-01,65.0,77.0,57.0,65.0,ABBV
2015-08-01,65.0,77.0,57.0,65.0,ABBV
2015-09-01,65.0,77.0,57.0,65.0,ABBV
2015-10-01,65.0,77.0,57.0,65.0,ABBV
2015-11-01,65.0,77.0,57.0,65.0,ABBV
2015-12-01,66.0,77.0,58.0,69.0,ABBV
2016-01-01,66.12,77.41,57.88,69.08,ABBV
2016-02-01,66.12,77.41,57.88,69.08,ABBV
2016-03-01,66.12,77.41,57.88,69.08,ABBV
2016-04-01,63.95,75.24,54.25,69.08,ABBV
2016-05-01,63.95,75.24,54.25,69.08,ABBV
2016-06-01,63.95,75.24,54.25,69.08,ABBV
2016-07-01,63.81,74.7,54.25,69.08,ABBV
2016-08-01,63.81,74.7,54.25,69.08,ABBV
2016-09-01,64.61,74.7,56.03,69.08,ABBV
2016-10-01,64.61,74.7,56.03,69.08,ABBV
2016-11-01,63.81,74.7,54.25,69.08,ABBV
2016-12-01,63.81,74.7,54.25,69.08,ABBV
2017-01-01,63.0,71.44,54.25,69.08,ABBV
2017-02-01,63.0,71.44,54.25,69.08,ABBV
2017-03-01,66.13,70.67,58.54,73.75,ABBV
2017-04-01,66.09,70.67,58.54,73.62,ABBV
2017-05-01,66.23,71.21,58.54,73.62,ABBV
2017-06-01,66.23,71.21,58.54,73.62,ABBV
2017-07-01,66.23,71.21,58.54,73.62,ABBV
2017-08-01,66.23,71.21,58.54,73.62,ABBV
2017-09-01,66.23,71.21,58.54,73.62,ABBV
2017-10-01,66.44,72.73,59.08,72.26,ABBV
2017-11-01,66.44,72.73,59.08,72.26,ABBV
2017-12-01,66.44,72.73,59.08,72.26,ABBV
2018-01-01,66.44,72.73,59.08,72.26,ABBV
2018-02-01,66.44,72.73,59.08,72.26,ABBV
2018-03-01,66.47,72.73,59.08,72.36,ABBV
2018-04-01,66.33,74.04,60.53,68.61,ABBV
2018-05-01,66.33,74.04,60.53,68.61,ABBV
2018-06-01,66.33,74.04,60.53,68.61,ABBV
2018-07-01,66.33,74.04,60.53,68.61,ABBV
2018-08-01,66.26,73.94,60.53,68.46,ABBV
2018-09-01,66.26,73.94,60.53,68.46,ABBV
2018-10-01,66.26,73.94,60.53,68.46,ABBV
2018-11-01,64.13,73.94,60.53,61.37,ABBV
2018-12-01,64.13,73.94,60.53,61.37,ABBV
2019-01-01,64.13,73.94,60.53,61.37,ABBV
2019-02-01,64.19,73.94,60.53,61.57,ABBV
2019-03-01,64.19,73.94,60.53,61.57,ABBV
2019-04-01,64.19,73.94,60.53,61.57,ABBV
2019-05-01,64.19,73.94,60.53,61.57,ABBV
2019-06-01,64.19,73.94,60.53,61.57,ABBV
2019-07-01,64.19,73.94,60.53,61.57,ABBV
2019-08-01,65.67,81.72,63.31,55.82,ABBV
2019-09-01,65.67,81.72,63.31,55.82,ABBV
2019-10-01,65.17,81.72,63.31,54.16,ABBV
2019-11-01,65.17,81.72,63.31,54.16,ABBV
2019-12-01,30.35,0.96,16.54,12.84,ABBV
2020-01-01,30.35,0.96,16.54,12.84,ABBV
2020-02-01,30.35,0.96,16.54,12.84,ABBV
2020-03-01,30.35,0.96,16.54,12.84,ABBV
2020-04-01,,,,,ABBV
2020-05-01,,,,,ABBV
2020-06-01,,,,,ABBV
2020-07-01,30.19,0.96,16.53,12.69,ABBV
2020-08-01,31.26,0.96,18.01,12.28,ABBV
2020-09-01,,,,,ABBV
2020-10-01,30.86,0.96,18.15,11.75,ABBV
2020-11-01,,,,,ABBV
2020-12-01,,,,,ABBV
2021-01-01,29.07,0.65,17.09,11.33,ABBV
2021-02-01,29.07,0.65,17.09,11.33,ABBV
2021-03-01,29.07,0.65,17.09,11.33,ABBV
2021-04-01,,,,,ABBV
2021-05-01,29.07,0.65,17.09,11.33,ABBV
2021-06-01,,,,,ABBV
2021-07-01,,,,,ABBV
2021-08-01,,,,,ABBV
2021-09-01,27.38,0.65,16.64,10.1,ABBV
2021-10-01,,,,,ABBV
2021-11-01,,,,,ABBV
2021-12-01,,,,,ABBV
2022-01-01,,,,,ABBV
2022-02-01,28.01,1.12,16.92,9.98,ABBV
2022-03-01,,,,,ABBV
2022-04-01,,,,,ABBV
2022-05-01,28.01,1.12,16.92,9.98,ABBV
2022-06-01,,,,,ABBV
2022-07-01,,,,,ABBV
2022-08-01,27.84,1.12,16.77,9.95,ABBV
2014-09-01,72.0,77.0,66.0,78.0,ACN
2014-10-01,72.0,77.0,66.0,78.0,ACN
2014-11-01,72.0,77.0,66.0,78.0,ACN
2014-12-01,72.0,77.0,66.0,78.0,ACN
2015-01-01,72.0,77.0,66.0,78.0,ACN
2015-02-01,72.0,77.0,66.0,78.0,ACN
2015-03-01,72.0,77.0,66.0,78.0,ACN
2015-04-01,72.0,77.0,66.0,78.0,ACN
2015-05-01,72.0,77.0,66.0,78.0,ACN
2015-06-01,72.0,77.0,66.0,78.0,ACN
2015-07-01,72.0,77.0,66.0,78.0,ACN
2015-08-01,72.0,74.0,66.0,80.0,ACN
2015-09-01,72.0,74.0,66.0,80.0,ACN
2015-10-01,72.0,74.0,66.0,80.0,ACN
2015-11-01,72.0,74.0,66.0,80.0,ACN
2015-12-01,72.0,74.0,66.0,80.0,ACN
2016-01-01,71.97,74.0,66.02,80.25,ACN
2016-02-01,71.97,74.0,66.02,80.25,ACN
2016-03-01,71.97,74.0,66.02,80.25,ACN
2016-04-01,69.23,74.0,59.93,80.25,ACN
2016-05-01,69.23,74.0,59.93,80.25,ACN
2016-06-01,69.23,74.0,59.93,80.25,ACN
2016-07-01,68.73,72.33,59.93,80.25,ACN
2016-08-01,68.73,72.33,59.93,80.25,ACN
2016-09-01,68.73,72.33,59.93,80.25,ACN
2016-10-01,68.73,72.33,59.93,80.25,ACN
2016-11-01,68.66,72.33,59.78,80.25,ACN
2016-12-01,74.62,86.67,64.57,78.25,ACN
2017-01-01,74.58,86.67,64.47,78.25,ACN
2017-02-01,74.58,86.67,64.47,78.25,ACN
2017-03-01,74.58,86.67,64.47,78.25,ACN
2017-04-01,74.58,86.67,64.47,78.25,ACN
2017-05-01,74.58,86.67,64.47,78.25,ACN
2017-06-01,74.58,86.67,64.47,78.25,ACN
2017-07-01,74.58,86.67,64.47,78.25,ACN
2017-08-01,74.58,86.67,64.47,78.25,ACN
2017-09-01,74.58,86.67,64.47,78.25,ACN
2017-10-01,74.18,85.83,64.47,77.65,ACN
2017-11-01,74.18,85.83,64.47,77.65,ACN
2017-12-01,74.18,85.83,64.47,77.65,ACN
2018-01-01,74.18,85.83,64.47,77.65,ACN
2018-02-01,74.89,81.83,68.72,77.65,ACN
2018-03-01,74.89,81.83,68.72,77.65,ACN
2018-04-01,74.89,81.83,68.72,77.65,ACN
2018-05-01,74.89,81.83,68.72,77.65,ACN
2018-06-01,74.89,81.83,68.72,77.65,ACN
2018-07-01,74.89,81.83,68.72,77.65,ACN
2018-08-01,74.89,81.83,68.72,77.65,ACN
2018-09-01,74.89,81.83,68.72,77.65,ACN
2018-10-01,74.76,81.83,68.72,77.15,ACN
2018-11-01,74.56,81.83,68.72,76.35,ACN
2018-12-01,74.56,82.67,68.72,75.35,ACN
2019-01-01,74.56,82.67,68.72,75.35,ACN
2019-02-01,74.56,82.67,68.72,75.35,ACN
2019-03-01,74.56,82.67,68.72,75.35,ACN
2019-04-01,73.76,82.67,68.72,72.15,ACN
2019-05-01,73.76,82.67,68.72,72.15,ACN
2019-06-01,73.76,82.67,68.72,72.15,ACN
2019-07-01,73.76,82.67,68.72,72.15,ACN
2019-08-01,73.76,82.67,68.72,72.15,ACN
2019-09-01,73.76,82.67,68.72,72.15,ACN
2019-10-01,73.71,82.67,67.88,73.45,ACN
2019-11-01,73.71,82.67,67.88,73.45,ACN
2019-12-01,15.32,0.96,8.19,6.17,ACN
2020-01-01,15.32,0.96,8.19,6.17,ACN
2020-02-01,15.45,0.96,8.19,6.3,ACN
2020-03-01,15.45,0.96,8.19,6.3,ACN
2020-04-01,,,,,ACN
2020-05-01,,,,,ACN
2020-06-01,,,,,ACN
2020-07-01,11.24,0.55,4.98,5.71,ACN
2020-08-01,11.24,0.55,4.98,5.71,ACN
2020-09-01,,,,,ACN
2020-10-01,11.24,0.55,4.98,5.71,ACN
2020-11-01,,,,,ACN
2020-12-01,,,,,ACN
2021-01-01,11.31,0.55,4.98,5.78,ACN
2021-02-01,11.31,0.55,4.98,5.78,ACN
2021-03-01,11.31,0.55,4.98,5.78,ACN
2021-04-01,,,,,ACN
2021-05-01,11.31,0.55,4.98,5.78,ACN
2021-06-01,,,,,ACN
2021-07-01,,,,,ACN
2021-08-01,,,,,ACN
2021-09-01,11.41,0.55,5.37,5.49,ACN
2021-10-01,,,,,ACN
2021-11-01,,,,,ACN
2021-12-01,,,,,ACN
2022-01-01,,,,,ACN
2022-02-01,9.45,0.29,4.32,4.83,ACN
2022-03-01,,,,,ACN
2022-04-01,,,,,ACN
2022-05-01,9.71,0.29,4.58,4.83,ACN
2022-06-01,,,,,ACN
2022-07-01,,,,,ACN
2022-08-01,9.71,0.29,4.58,4.83,ACN
2014-09-01,46.0,40.0,45.0,53.0,ATVI
2014-10-01,46.0,40.0,45.0,53.0,ATVI
2014-11-01,46.0,40.0,45.0,53.0,ATVI
2014-12-01,46.0,40.0,45.0,53.0,ATVI
2015-01-01,49.0,41.0,47.0,62.0,ATVI
2015-02-01,49.0,41.0,47.0,62.0,ATVI
2015-03-01,49.0,41.0,47.0,62.0,ATVI
2015-04-01,49.0,41.0,47.0,62.0,ATVI
2015-05-01,49.0,41.0,47.0,62.0,ATVI
2015-06-01,48.0,41.0,47.0,59.0,ATVI
2015-07-01,48.0,41.0,47.0,59.0,ATVI
2015-08-01,48.0,41.0,47.0,59.0,ATVI
2015-09-01,48.0,41.0,47.0,59.0,ATVI
2015-10-01,48.0,41.0,47.0,59.0,ATVI
2015-11-01,48.0,41.0,47.0,59.0,ATVI
2015-12-01,48.0,41.0,47.0,59.0,ATVI
2016-01-01,48.07,40.66,47.06,58.79,ATVI
2016-02-01,51.45,40.66,53.17,61.29,ATVI
2016-03-01,51.45,40.66,53.17,61.29,ATVI
2016-04-01,50.33,40.67,50.68,61.29,ATVI
2016-05-01,50.33,40.67,50.68,61.29,ATVI
2016-06-01,50.33,40.67,50.68,61.29,ATVI
2016-07-01,50.33,40.67,50.68,61.29,ATVI
2016-08-01,50.33,40.67,50.68,61.29,ATVI
2016-09-01,50.33,40.67,50.68,61.29,ATVI
2016-10-01,50.33,40.67,50.68,61.29,ATVI
2016-11-01,50.33,40.67,50.68,61.29,ATVI
2016-12-01,50.33,40.67,50.68,61.29,ATVI
2017-01-01,46.86,40.83,42.86,61.29,ATVI
2017-02-01,46.86,40.83,42.86,61.29,ATVI
2017-03-01,46.86,40.83,42.86,61.29,ATVI
2017-04-01,46.86,40.83,42.86,61.29,ATVI
2017-05-01,46.86,40.83,42.86,61.29,ATVI
2017-06-01,46.91,40.67,43.64,60.29,ATVI
2017-07-01,46.86,40.83,42.86,61.29,ATVI
2017-08-01,46.91,40.67,43.64,60.29,ATVI
2017-09-01,46.91,40.67,43.64,60.29,ATVI
2017-10-01,47.44,42.83,47.77,52.39,ATVI
2017-11-01,47.44,42.83,47.77,52.39,ATVI
2017-12-01,47.44,42.83,47.77,52.39,ATVI
2018-01-01,47.44,42.83,47.77,52.39,ATVI
2018-02-01,47.44,42.83,47.77,52.39,ATVI
2018-03-01,47.44,42.83,47.77,52.39,ATVI
2018-04-01,47.44,42.83,47.77,52.39,ATVI
2018-05-01,47.44,42.83,47.77,52.39,ATVI
2018-06-01,47.44,42.83,47.77,52.39,ATVI
2018-07-01,47.44,42.83,47.77,52.39,ATVI
2018-08-01,47.37,42.83,47.61,52.39,ATVI
2018-09-01,47.37,42.83,47.61,52.39,ATVI
2018-10-01,47.35,42.83,47.57,52.39,ATVI
2018-11-01,48.08,42.83,47.57,55.29,ATVI
2018-12-01,48.35,42.83,47.57,56.39,ATVI
2019-01-01,48.35,42.83,47.57,56.39,ATVI
2019-02-01,48.35,42.83,47.57,56.39,ATVI
2019-03-01,48.35,42.83,47.57,56.39,ATVI
2019-04-01,48.35,42.83,47.57,56.39,ATVI
2019-05-01,48.35,42.83,47.57,56.39,ATVI
2019-06-01,48.35,42.83,47.57,56.39,ATVI
2019-07-01,48.35,42.83,47.57,56.39,ATVI
2019-08-01,48.35,42.83,47.57,56.39,ATVI
2019-09-01,48.35,42.83,47.57,56.39,ATVI
2019-10-01,48.35,42.83,47.57,56.39,ATVI
2019-11-01,49.0,45.83,47.57,55.39,ATVI
2019-12-01,48.65,42.44,49.49,54.59,ATVI
2020-01-01,16.71,0.15,10.46,6.09,ATVI
2020-02-01,16.71,0.15,10.46,6.09,ATVI
2020-03-01,16.71,0.15,10.46,6.09,ATVI
2020-04-01,,,,,ATVI
2020-05-01,,,,,ATVI
2020-06-01,,,,,ATVI
2020-07-01,16.71,0.15,10.46,6.09,ATVI
2020-08-01,16.82,0.15,10.46,6.2,ATVI
2020-09-01,,,,,ATVI
2020-10-01,16.84,0.15,10.46,6.22,ATVI
2020-11-01,,,,,ATVI
2020-12-01,,,,,ATVI
2021-01-01,17.04,0.15,10.66,6.22,ATVI
2021-02-01,17.04,0.15,10.66,6.22,ATVI
2021-03-01,17.04,0.15,10.66,6.22,ATVI
2021-04-01,,,,,ATVI
2021-05-01,16.15,0.15,9.84,6.15,ATVI
2021-06-01,,,,,ATVI
2021-07-01,,,,,ATVI
2021-08-01,,,,,ATVI
2021-09-01,,,,,ATVI
2021-10-01,,,,,ATVI
2021-11-01,,,,,ATVI
2021-12-01,,,,,ATVI
2022-01-01,,,,,ATVI
2022-02-01,19.12,0.15,12.48,6.49,ATVI
2022-03-01,,,,,ATVI
2022-04-01,,,,,ATVI
2022-05-01,19.16,0.15,12.48,6.52,ATVI
2022-06-01,,,,,ATVI
2022-07-01,,,,,ATVI
2022-08-01,18.94,0.15,12.48,6.31,ATVI
2014-09-01,51.0,55.0,39.0,64.0,ADM
2014-10-01,51.0,55.0,39.0,64.0,ADM
2014-11-01,51.0,55.0,39.0,64.0,ADM
